Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover-msa-patching,1.00,2.00,0.80,0.90,12090,7,136.88,503,0,0.00,0,1.26,2.64,3.41,0.00
cycle-cover,1.00,2.00,0.80,0.90,12090,7,141.86,809,0,0.00,0,1.74,3.11,3.94,0.00
baseline,1.00,2.00,0.80,0.00,12090,4148,10044.42,12017,0,0.00,0,19.43,21.33,22.72,0.00
rooted-msa,1.00,2.00,0.80,0.30,12090,5766,10188.80,12085,0,0.00,0,19.96,21.41,22.76,0.00
strict-msa,1.00,2.00,0.80,0.40,12090,927,9266.14,12046,0,0.00,0,20.08,21.50,23.33,0.00
