Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover-msa-patching,1.00,2.00,0.80,0.70,5000,40,590.24,4744,0,0.00,0,0.43,0.62,0.73,0.00
cycle-cover,1.00,2.00,0.80,0.80,5000,9,79.14,512,0,0.00,0,0.65,0.67,0.69,0.00
baseline,1.00,2.00,0.80,0.00,5000,27,225.52,2077,0,0.00,0,0.89,1.04,1.20,0.00
msa-heuristic,1.00,2.00,0.80,0.90,5000,15,247.42,3007,0,0.00,0,0.84,1.05,1.20,0.00
