Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.30,1590,62,450.97,1447,0,0.00,0,1.12,1.77,2.04,0.00
1.00,2.00,0.80,0.80,1590,72,574.53,1512,0,0.00,0,1.07,1.95,2.26,0.00
1.00,2.00,0.80,0.90,1590,127,557.97,1135,0,0.00,0,1.09,1.97,2.26,0.00
1.00,2.00,0.80,1.00,1590,199,599.53,1347,0,0.00,0,1.07,1.97,2.04,0.00
1.00,2.00,0.80,0.60,1590,39,506.47,1548,0,0.00,0,1.12,1.98,3.27,0.00
1.00,2.00,0.80,0.50,1590,21,383.30,1438,0,0.00,0,1.07,2.01,3.46,0.00
1.00,2.00,0.80,0.70,1590,44,562.00,1164,0,0.00,0,1.82,2.01,2.04,0.00
1.00,2.00,0.80,0.40,1590,43,408.00,1496,0,0.00,0,1.07,2.03,3.46,0.00
1.00,2.00,0.80,0.20,1590,83,540.97,1572,0,0.00,0,1.07,2.04,7.55,0.00
1.00,2.00,0.80,0.10,1590,32,575.90,1482,0,0.00,0,0.09,2.11,4.74,0.00
