Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover-msa-patching,1.00,2.00,0.80,0.90,100,1,52.36,99,0,0.00,0,0.14,1.07,1.63,0.00
cycle-cover,1.00,2.00,0.80,0.90,100,28,74.58,99,0,0.00,0,0.14,1.60,5.57,0.00
strict-msa,1.00,2.00,0.80,0.40,100,21,63.54,99,0,0.00,0,0.00,2.01,5.43,4.00
rooted-msa,1.00,2.00,0.80,0.30,100,18,59.42,99,0,0.00,0,0.00,2.14,7.33,2.00
baseline,1.00,2.00,0.80,0.00,100,19,70.46,99,0,0.00,0,0.00,2.36,6.79,4.00
