Alpha,Beta,Rho,Heuristic weight,Random seed,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.40,3,100,42,86.50,99,0,0.00,0,0.37,3.22,7.96,0.00
1.00,2.00,0.80,0.40,2,100,46,83.40,99,0,0.00,0,0.37,4.26,8.08,0.00
1.00,2.00,0.80,0.40,1,100,43,89.28,99,0,0.00,0,0.50,4.55,8.48,0.00
