Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.80,5000,785,2806.30,4861,0,0.00,0,0.10,1.66,5.88,0.00
1.00,2.00,0.80,0.90,5000,600,2814.83,4850,0,0.00,0,0.18,2.07,7.38,0.00
1.00,2.00,0.80,0.60,5000,620,2599.33,4974,0,0.00,0,0.29,2.23,6.33,0.00
1.00,2.00,0.80,0.20,5000,692,3023.80,4976,0,0.00,0,0.17,2.33,6.53,0.00
1.00,2.00,0.80,1.00,5000,1011,3241.37,4920,0,0.00,0,0.17,2.33,6.20,0.00
1.00,2.00,0.80,0.30,5000,80,3000.80,4863,0,0.00,0,0.41,2.63,8.65,0.00
1.00,2.00,0.80,0.50,5000,75,2888.43,4989,0,0.00,0,0.35,2.65,5.93,0.00
1.00,2.00,0.80,0.70,5000,165,2915.90,4985,0,0.00,0,0.32,3.29,9.26,0.00
1.00,2.00,0.80,0.00,5000,159,3386.23,4756,0,0.00,0,0.46,3.36,9.57,0.00
1.00,2.00,0.80,0.40,5000,901,3435.83,4981,0,0.00,0,0.00,3.40,7.61,3.33
1.00,2.00,0.80,0.10,5000,544,3118.20,4852,0,0.00,0,0.33,3.44,9.86,0.00
