Alpha,Beta,Rho,pBest,pCmsa,Ants fraction,Ants number,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min best deviation,Avg best deviation,Max best deviation,Success rate [%],Avg computation time [ms]
1.00,5.00,0.80,0.05,0.25,0.80,80,6250,1421,3130.80,4916,0.00,0.00,0.00,100.00,10316
1.00,5.00,0.80,0.05,0.50,0.80,80,6250,2674,4154.50,6001,0.00,0.04,0.13,70.00,18416
1.00,5.00,0.80,0.05,0.75,0.80,80,6250,3164,4846.10,5613,0.00,0.07,0.13,50.00,22094
1.00,5.00,0.80,0.05,1.00,0.80,80,6250,4303,5206.20,5944,0.00,0.16,0.39,20.00,24642
1.00,5.00,0.80,0.05,0.00,0.80,80,6250,151,1960.90,4176,0.00,0.22,1.25,20.00,11107
