Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.20,5000,552,3252.93,4933,0,0.00,0,0.47,2.94,5.64,0.00
1.00,2.00,0.80,0.40,5000,341,3135.50,4923,0,0.00,0,0.48,3.00,6.64,0.00
1.00,2.00,0.80,0.30,5000,431,2965.03,4905,0,0.00,0,0.27,3.06,6.58,0.00
1.00,2.00,0.80,0.90,5000,152,3064.63,4960,0,0.00,0,0.35,3.17,9.29,0.00
1.00,2.00,0.80,0.00,5000,159,3386.23,4756,0,0.00,0,0.46,3.36,9.57,0.00
1.00,2.00,0.80,0.60,5000,446,3322.47,4992,0,0.00,0,0.45,3.51,8.36,0.00
1.00,2.00,0.80,0.70,5000,374,3407.10,4987,0,0.00,0,0.00,3.70,6.83,3.33
1.00,2.00,0.80,0.50,5000,1111,3550.47,4978,0,0.00,0,0.52,3.72,7.64,0.00
1.00,2.00,0.80,0.80,5000,509,3353.90,4981,0,0.00,0,0.34,3.77,7.95,0.00
1.00,2.00,0.80,0.10,5000,289,3245.43,4960,0,0.00,0,0.42,4.06,11.98,0.00
1.00,2.00,0.80,1.00,5000,201,2899.40,4948,0,0.00,0,0.62,4.23,8.04,0.00
