Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
msa-heuristic,1.00,2.00,0.80,0.40,100,12,28.50,97,3079,307680.00,10030,0.00,0.07,0.41,58.00
baseline,1.00,2.00,0.80,0.00,100,12,39.98,92,3338,391280.00,11014,0.00,0.14,1.15,38.00
cycle-cover,1.00,2.00,0.80,0.90,100,17,56.38,88,9693,508082.00,10742,0.14,0.16,1.09,0.00
cycle-cover-msa-patching,1.00,2.00,0.80,0.90,100,0,41.90,93,7755,417070.00,8850,0.00,0.51,1.15,2.00
