Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover,1.00,2.00,0.80,0.60,13290,207,5807.78,13052,896071,66987274.00,1734454,1.47,1.99,2.68,0.00
msa-heuristic,1.00,2.00,0.80,0.70,13290,333,6349.26,13005,625211,52420751.00,1567692,1.62,2.14,3.60,0.00
cycle-cover-msa-patching,1.00,2.00,0.80,0.30,13290,520,6518.56,12386,969380,61711624.00,1589448,1.43,2.19,3.20,0.00
baseline,1.00,2.00,0.80,0.00,13290,556,7023.10,12298,668478,50785893.00,1309791,1.51,2.19,2.61,0.00
