Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover-msa-patching,1.00,2.00,0.80,0.70,5000,72,818.58,3640,17945,4553575.00,487426,0.00,0.01,0.15,94.00
msa-heuristic,1.00,2.00,0.80,0.90,5000,40,559.26,3129,27776,6077262.00,653050,0.00,0.03,1.00,88.00
cycle-cover,1.00,2.00,0.80,0.80,5000,56,951.98,4782,23394,10595892.00,611079,0.00,0.04,1.00,82.00
baseline,1.00,2.00,0.80,0.00,5000,50,455.78,3650,25021,8152172.00,560998,0.00,0.06,1.95,76.00
