Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover,1.00,2.00,0.80,0.80,500,41,217.74,497,6942,1198208.00,45333,0.00,0.03,0.50,88.00
msa-heuristic,1.00,2.00,0.80,0.90,500,26,221.72,451,9719,1374881.00,51599,0.00,0.04,0.37,84.00
baseline,1.00,2.00,0.80,0.00,500,42,227.38,496,9186,1479172.00,54086,0.00,0.05,0.37,84.00
