Alpha,Beta,Rho,Heuristic weight,MSA patch bias,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.40,0.00,500,59,235.27,498,0,0.00,0,0.40,1.12,2.49,0.00
1.00,2.00,0.80,0.80,0.00,500,27,271.43,498,0,0.00,0,0.36,1.16,2.70,0.00
1.00,2.00,0.80,0.70,0.00,500,39,227.20,480,0,0.00,0,0.40,1.18,2.54,0.00
1.00,2.00,0.80,0.60,0.00,500,30,216.67,496,0,0.00,0,0.45,1.19,2.84,0.00
1.00,2.00,0.80,0.50,0.00,500,35,214.53,497,0,0.00,0,0.40,1.26,2.57,0.00
1.00,2.00,0.80,0.70,0.25,500,35,196.20,430,0,0.00,0,0.59,1.37,2.46,0.00
1.00,2.00,0.80,0.90,0.00,500,25,229.50,473,0,0.00,0,0.63,1.37,2.52,0.00
1.00,2.00,0.80,0.50,0.25,500,31,221.83,495,0,0.00,0,0.64,1.44,2.48,0.00
1.00,2.00,0.80,1.00,0.00,500,22,267.80,475,0,0.00,0,0.40,1.44,2.74,0.00
1.00,2.00,0.80,0.40,0.75,500,45,232.30,498,0,0.00,0,0.50,1.46,2.43,0.00
1.00,2.00,0.80,0.40,1.00,500,45,232.30,498,0,0.00,0,0.50,1.46,2.43,0.00
1.00,2.00,0.80,0.90,0.25,500,25,212.07,490,0,0.00,0,0.54,1.46,2.94,0.00
1.00,2.00,0.80,0.60,0.75,500,36,204.90,487,0,0.00,0,0.64,1.55,2.54,0.00
1.00,2.00,0.80,0.60,1.00,500,36,204.90,487,0,0.00,0,0.64,1.55,2.54,0.00
1.00,2.00,0.80,0.50,0.50,500,28,237.03,455,0,0.00,0,0.40,1.55,3.48,0.00
1.00,2.00,0.80,0.40,0.25,500,40,243.63,498,0,0.00,0,0.54,1.57,2.80,0.00
1.00,2.00,0.80,0.60,0.25,500,29,216.50,496,0,0.00,0,0.78,1.59,3.04,0.00
1.00,2.00,0.80,1.00,0.50,500,71,267.10,456,0,0.00,0,0.76,1.60,2.25,0.00
1.00,2.00,0.80,0.80,0.25,500,25,203.93,493,0,0.00,0,0.71,1.62,2.60,0.00
1.00,2.00,0.80,0.90,0.50,500,27,212.53,480,0,0.00,0,0.74,1.62,2.45,0.00
1.00,2.00,0.80,0.30,0.00,500,66,283.13,493,0,0.00,0,0.63,1.63,3.51,0.00
1.00,2.00,0.80,0.60,0.50,500,43,186.93,398,0,0.00,0,0.64,1.64,3.02,0.00
1.00,2.00,0.80,0.70,0.75,500,23,187.77,489,0,0.00,0,0.41,1.67,3.02,0.00
1.00,2.00,0.80,0.70,1.00,500,23,187.77,489,0,0.00,0,0.41,1.67,3.02,0.00
1.00,2.00,0.80,0.50,0.75,500,35,248.30,481,0,0.00,0,0.64,1.68,2.64,0.00
1.00,2.00,0.80,0.50,1.00,500,35,248.30,481,0,0.00,0,0.64,1.68,2.64,0.00
1.00,2.00,0.80,1.00,0.25,500,22,170.97,498,0,0.00,0,1.10,1.70,2.69,0.00
1.00,2.00,0.80,0.80,0.50,500,29,252.73,495,0,0.00,0,0.77,1.71,2.24,0.00
1.00,2.00,0.80,0.70,0.50,500,22,225.30,468,0,0.00,0,0.54,1.72,2.58,0.00
1.00,2.00,0.80,0.40,0.50,500,42,248.17,497,0,0.00,0,0.22,1.74,2.68,0.00
1.00,2.00,0.80,0.20,0.00,500,71,313.90,492,0,0.00,0,0.42,1.74,3.76,0.00
1.00,2.00,0.80,0.30,0.50,500,47,270.93,490,0,0.00,0,0.74,1.76,3.03,0.00
1.00,2.00,0.80,0.30,0.75,500,47,193.13,466,0,0.00,0,0.35,1.76,3.76,0.00
1.00,2.00,0.80,0.30,1.00,500,47,193.13,466,0,0.00,0,0.35,1.76,3.76,0.00
1.00,2.00,0.80,0.20,0.75,500,109,320.03,493,0,0.00,0,0.69,1.77,3.55,0.00
1.00,2.00,0.80,0.20,1.00,500,109,320.03,493,0,0.00,0,0.69,1.77,3.55,0.00
1.00,2.00,0.80,0.30,0.25,500,35,244.07,492,0,0.00,0,0.99,1.79,3.01,0.00
