Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.90,500,27,224.00,431,0,0.00,0,0.34,1.44,2.97,0.00
1.00,2.00,0.80,0.40,500,160,350.30,465,0,0.00,0,0.48,1.46,3.12,0.00
1.00,2.00,0.80,0.30,500,127,280.70,468,0,0.00,0,0.47,1.51,2.91,0.00
1.00,2.00,0.80,0.60,500,76,291.70,489,0,0.00,0,0.41,1.60,3.01,0.00
1.00,2.00,0.80,0.70,500,38,272.20,496,0,0.00,0,0.34,1.61,2.99,0.00
1.00,2.00,0.80,1.00,500,42,253.20,481,0,0.00,0,0.67,1.63,2.50,0.00
1.00,2.00,0.80,0.80,500,34,145.40,297,0,0.00,0,0.88,1.72,2.83,0.00
1.00,2.00,0.80,0.50,500,40,216.60,486,0,0.00,0,0.40,1.91,2.54,0.00
1.00,2.00,0.80,0.20,500,88,304.90,499,0,0.00,0,1.08,2.34,3.75,0.00
1.00,2.00,0.80,0.00,500,266,430.30,492,0,0.00,0,1.20,2.49,3.70,0.00
1.00,2.00,0.80,0.10,500,243,381.60,499,0,0.00,0,1.82,2.63,4.12,0.00
