Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,1.00,500,121,324.20,489,0,0.00,0,0.34,1.26,2.46,0.00
1.00,2.00,0.80,0.40,500,105,370.10,496,0,0.00,0,0.55,1.45,2.88,0.00
1.00,2.00,0.80,0.50,500,64,341.80,495,0,0.00,0,0.88,1.45,2.84,0.00
1.00,2.00,0.80,0.80,500,31,249.50,451,0,0.00,0,0.34,1.46,3.07,0.00
1.00,2.00,0.80,0.70,500,114,280.00,499,0,0.00,0,0.48,1.49,2.26,0.00
1.00,2.00,0.80,0.90,500,118,310.30,492,0,0.00,0,0.41,1.57,3.26,0.00
1.00,2.00,0.80,0.20,500,73,244.30,497,0,0.00,0,0.75,1.68,2.70,0.00
1.00,2.00,0.80,0.30,500,129,297.70,490,0,0.00,0,0.92,1.85,2.97,0.00
1.00,2.00,0.80,0.60,500,46,241.10,473,0,0.00,0,0.41,1.91,2.73,0.00
1.00,2.00,0.80,0.10,500,97,373.70,498,0,0.00,0,1.36,2.28,3.00,0.00
1.00,2.00,0.80,0.00,500,266,430.30,492,0,0.00,0,1.20,2.49,3.70,0.00
