Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.00,500,152,379.30,492,0,0.00,0,1.20,2.78,4.55,0.00
1.00,2.00,0.80,0.20,500,156,356.93,490,0,0.00,0,1.25,2.79,5.14,0.00
1.00,2.00,0.80,0.10,500,78,349.37,495,0,0.00,0,1.52,2.93,4.74,0.00
1.00,2.00,0.80,0.60,500,73,382.50,495,0,0.00,0,1.80,2.99,5.93,0.00
1.00,2.00,0.80,0.40,500,107,352.60,497,0,0.00,0,1.95,3.03,4.71,0.00
1.00,2.00,0.80,0.30,500,124,357.07,493,0,0.00,0,1.39,3.10,4.70,0.00
1.00,2.00,0.80,0.70,500,112,371.60,492,0,0.00,0,1.60,3.14,4.54,0.00
1.00,2.00,0.80,0.50,500,83,361.77,497,0,0.00,0,1.55,3.15,4.70,0.00
1.00,2.00,0.80,0.80,500,76,353.60,494,0,0.00,0,1.82,3.43,5.09,0.00
1.00,2.00,0.80,0.90,500,102,326.73,492,0,0.00,0,2.45,3.61,5.05,0.00
1.00,2.00,0.80,1.00,500,101,337.10,487,0,0.00,0,1.65,3.67,5.67,0.00
