Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.60,500,88,317.90,469,0,0.00,0,1.19,2.15,3.30,0.00
1.00,2.00,0.80,0.50,500,42,321.30,490,0,0.00,0,1.22,2.43,3.33,0.00
1.00,2.00,0.80,0.00,500,266,430.30,492,0,0.00,0,1.20,2.49,3.70,0.00
1.00,2.00,0.80,0.40,500,60,304.60,472,0,0.00,0,1.08,2.57,3.48,0.00
1.00,2.00,0.80,0.80,500,62,282.30,454,0,0.00,0,1.05,2.57,3.92,0.00
1.00,2.00,0.80,0.20,500,254,388.50,496,0,0.00,0,1.45,2.57,3.65,0.00
1.00,2.00,0.80,0.30,500,244,386.90,492,0,0.00,0,1.51,2.63,4.31,0.00
1.00,2.00,0.80,0.10,500,149,352.40,472,0,0.00,0,1.50,2.65,3.51,0.00
1.00,2.00,0.80,0.90,500,127,364.40,485,0,0.00,0,1.42,2.69,3.71,0.00
1.00,2.00,0.80,0.70,500,87,245.70,467,0,0.00,0,1.05,2.70,4.08,0.00
1.00,2.00,0.80,1.00,500,133,279.50,493,0,0.00,0,0.73,2.70,3.98,0.00
