Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.70,500,86,274.70,497,0,0.00,0,0.76,1.85,2.72,0.00
1.00,2.00,0.80,0.60,500,94,290.00,441,0,0.00,0,0.72,2.24,3.35,0.00
1.00,2.00,0.80,0.30,500,108,278.90,464,0,0.00,0,1.21,2.26,3.65,0.00
1.00,2.00,0.80,0.90,500,62,322.90,482,0,0.00,0,1.51,2.27,2.89,0.00
1.00,2.00,0.80,0.80,500,293,403.00,481,0,0.00,0,1.38,2.35,3.74,0.00
1.00,2.00,0.80,0.50,500,44,281.60,496,0,0.00,0,1.33,2.37,3.96,0.00
1.00,2.00,0.80,0.10,500,116,302.00,462,0,0.00,0,1.09,2.41,3.81,0.00
1.00,2.00,0.80,0.40,500,86,273.50,438,0,0.00,0,1.22,2.44,4.30,0.00
1.00,2.00,0.80,0.00,500,266,430.30,492,0,0.00,0,1.20,2.49,3.70,0.00
1.00,2.00,0.80,0.20,500,247,412.40,495,0,0.00,0,1.61,2.52,3.78,0.00
1.00,2.00,0.80,1.00,500,78,265.80,440,0,0.00,0,1.99,2.63,3.38,0.00
