Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.90,5000,539,2939.10,4852,0,0.00,0,0.00,2.80,6.01,10.00
1.00,2.00,0.80,0.60,5000,726,2998.70,4826,0,0.00,0,0.00,2.87,8.51,30.00
1.00,2.00,0.80,0.00,5000,1510,2989.40,4827,0,0.00,0,0.56,3.29,7.28,0.00
1.00,2.00,0.80,1.00,5000,281,2135.20,4822,0,0.00,0,0.49,3.36,8.69,0.00
1.00,2.00,0.80,0.40,5000,817,2518.20,4964,0,0.00,0,0.00,3.77,10.18,20.00
1.00,2.00,0.80,0.50,5000,730,2277.60,3642,0,0.00,0,0.00,4.01,7.90,10.00
1.00,2.00,0.80,0.30,5000,871,2824.90,4838,0,0.00,0,0.56,4.15,8.22,0.00
1.00,2.00,0.80,0.70,5000,307,2154.50,4628,0,0.00,0,0.00,4.31,8.69,10.00
1.00,2.00,0.80,0.80,5000,288,1921.20,4118,0,0.00,0,0.00,5.00,8.50,10.00
1.00,2.00,0.80,0.20,5000,2151,3412.30,4486,0,0.00,0,0.92,5.36,10.45,0.00
1.00,2.00,0.80,0.10,5000,165,2505.30,4369,0,0.00,0,0.93,6.27,11.68,0.00
