Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.70,5000,567,3036.30,4904,0,0.00,0,0.00,3.72,9.81,3.33
1.00,2.00,0.80,0.20,5000,437,2605.17,4996,0,0.00,0,0.00,3.72,8.81,3.33
1.00,2.00,0.80,0.50,5000,351,2837.70,4891,0,0.00,0,1.15,3.87,8.69,0.00
1.00,2.00,0.80,0.40,5000,768,2892.80,4974,0,0.00,0,0.00,4.05,11.88,3.33
1.00,2.00,0.80,0.30,5000,370,2877.13,4982,0,0.00,0,0.17,4.11,14.27,0.00
1.00,2.00,0.80,0.80,5000,411,3094.23,4907,0,0.00,0,1.30,4.16,10.59,0.00
1.00,2.00,0.80,0.90,5000,464,2785.90,4925,0,0.00,0,0.24,4.17,8.56,0.00
1.00,2.00,0.80,1.00,5000,185,2742.57,4980,0,0.00,0,1.09,4.19,8.71,0.00
1.00,2.00,0.80,0.60,5000,776,2951.97,4891,0,0.00,0,1.15,4.26,9.43,0.00
1.00,2.00,0.80,0.10,5000,428,2890.17,4918,0,0.00,0,0.00,4.51,9.44,6.67
1.00,2.00,0.80,0.00,5000,470,2597.03,4954,0,0.00,0,0.56,4.54,10.04,0.00
