Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.10,5000,1138,2681.80,4873,0,0.00,0,0.58,2.15,5.44,0.00
1.00,2.00,0.80,0.40,5000,963,3205.60,4837,0,0.00,0,0.38,2.26,5.58,0.00
1.00,2.00,0.80,0.80,5000,320,2746.60,4947,0,0.00,0,0.00,2.36,4.07,10.00
1.00,2.00,0.80,0.30,5000,512,2482.50,4181,0,0.00,0,0.00,2.50,7.03,20.00
1.00,2.00,0.80,0.20,5000,1248,2746.70,4840,0,0.00,0,0.91,2.61,7.56,0.00
1.00,2.00,0.80,0.70,5000,218,2826.70,4866,0,0.00,0,0.49,2.64,11.72,0.00
1.00,2.00,0.80,1.00,5000,426,2973.60,4639,0,0.00,0,0.68,2.84,6.52,0.00
1.00,2.00,0.80,0.60,5000,667,2525.00,3765,0,0.00,0,0.00,2.92,6.02,10.00
1.00,2.00,0.80,0.00,5000,1510,2989.40,4827,0,0.00,0,0.56,3.29,7.28,0.00
1.00,2.00,0.80,0.50,5000,342,1881.30,4047,0,0.00,0,0.39,3.29,8.19,0.00
1.00,2.00,0.80,0.90,5000,1351,2775.90,4119,0,0.00,0,0.70,3.77,10.01,0.00
