Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.70,5000,964,2709.80,4120,0,0.00,0,0.00,1.86,5.31,10.00
1.00,2.00,0.80,0.60,5000,407,2589.20,4364,0,0.00,0,0.00,2.28,6.24,10.00
1.00,2.00,0.80,0.30,5000,1050,3396.00,4956,0,0.00,0,0.49,2.35,6.59,0.00
1.00,2.00,0.80,0.90,5000,597,2832.70,4738,0,0.00,0,0.76,2.45,7.21,0.00
1.00,2.00,0.80,0.50,5000,443,2843.10,4839,0,0.00,0,0.60,2.45,5.90,0.00
1.00,2.00,0.80,0.80,5000,400,2331.30,4965,0,0.00,0,0.38,2.85,8.14,0.00
1.00,2.00,0.80,0.40,5000,992,2635.50,3971,0,0.00,0,1.00,2.93,6.38,0.00
1.00,2.00,0.80,1.00,5000,845,3413.40,4962,0,0.00,0,1.42,3.11,7.68,0.00
1.00,2.00,0.80,0.00,5000,1510,2989.40,4827,0,0.00,0,0.56,3.29,7.28,0.00
1.00,2.00,0.80,0.20,5000,170,1582.20,4910,0,0.00,0,3.06,5.35,7.57,0.00
1.00,2.00,0.80,0.10,5000,590,3166.90,4929,0,0.00,0,1.57,5.38,9.66,0.00
