Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.10,5000,1478,3092.40,4758,0,0.00,0,0.43,2.81,10.22,0.00
1.00,2.00,0.80,0.00,5000,1510,2989.40,4827,0,0.00,0,0.56,3.29,7.28,0.00
1.00,2.00,0.80,0.30,5000,1378,2842.90,4672,0,0.00,0,0.50,4.30,8.84,0.00
1.00,2.00,0.80,0.20,5000,377,1721.50,3749,0,0.00,0,1.30,4.74,8.18,0.00
1.00,2.00,0.80,0.70,5000,224,2524.00,4664,0,0.00,0,0.57,4.88,10.75,0.00
1.00,2.00,0.80,1.00,5000,943,3332.10,4941,0,0.00,0,1.50,5.02,10.20,0.00
1.00,2.00,0.80,0.50,5000,364,1672.20,4998,0,0.00,0,0.00,5.17,10.17,10.00
1.00,2.00,0.80,0.90,5000,647,2357.40,4943,0,0.00,0,2.03,5.25,7.48,0.00
1.00,2.00,0.80,0.40,5000,393,2250.10,4704,0,0.00,0,0.73,5.51,10.12,0.00
1.00,2.00,0.80,0.80,5000,280,2051.40,4600,0,0.00,0,1.98,6.00,10.32,0.00
1.00,2.00,0.80,0.60,5000,397,2604.70,4958,0,0.00,0,0.72,6.83,10.31,0.00
