Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.40,3000,803,2623.47,2994,0,0.00,0,0.23,3.35,6.68,0.00
1.00,2.00,0.80,0.10,3000,1337,2351.83,2978,0,0.00,0,0.11,3.37,6.98,0.00
1.00,2.00,0.80,0.20,3000,442,2212.70,2957,0,0.00,0,0.82,3.72,7.92,0.00
1.00,2.00,0.80,0.30,3000,1035,2474.97,2995,0,0.00,0,0.55,3.84,7.57,0.00
1.00,2.00,0.80,0.80,3000,1095,2545.60,2996,0,0.00,0,0.76,3.95,6.66,0.00
1.00,2.00,0.80,0.90,3000,1065,2565.60,2998,0,0.00,0,1.40,4.02,6.63,0.00
1.00,2.00,0.80,0.70,3000,2215,2821.63,2999,0,0.00,0,0.00,4.14,8.22,3.33
1.00,2.00,0.80,0.60,3000,1247,2646.27,2996,0,0.00,0,0.75,4.20,8.30,0.00
1.00,2.00,0.80,1.00,3000,2035,2820.90,2994,0,0.00,0,1.03,4.50,8.33,0.00
1.00,2.00,0.80,0.50,3000,583,2572.40,2991,0,0.00,0,1.49,4.75,8.26,0.00
