Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.10,3000,1426,2535.70,2991,0,0.00,0,0.55,2.66,5.85,0.00
1.00,2.00,0.80,0.20,3000,1696,2649.83,2977,0,0.00,0,1.24,3.06,6.09,0.00
1.00,2.00,0.80,0.30,3000,1746,2734.10,2992,0,0.00,0,0.75,3.20,6.45,0.00
1.00,2.00,0.80,0.50,3000,2400,2833.27,2995,0,0.00,0,1.51,3.96,6.80,0.00
1.00,2.00,0.80,0.60,3000,2411,2847.53,2987,0,0.00,0,0.53,4.25,6.81,0.00
1.00,2.00,0.80,0.40,3000,2426,2854.03,2996,0,0.00,0,1.59,4.27,7.69,0.00
1.00,2.00,0.80,0.70,3000,2407,2881.53,2999,0,0.00,0,1.62,4.46,8.35,0.00
1.00,2.00,0.80,0.80,3000,2228,2900.57,2999,0,0.00,0,1.00,5.46,14.35,0.00
1.00,2.00,0.80,0.90,3000,2262,2897.53,2999,0,0.00,0,1.76,5.57,12.29,0.00
1.00,2.00,0.80,1.00,3000,2157,2808.67,2999,0,0.00,0,1.59,6.77,12.74,0.00
