Alpha,Beta,Rho,Heuristic weight,MSA patch bias,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.10,0.00,3000,888,2305.37,2983,0,0.00,0,0.00,0.73,3.09,6.67
1.00,2.00,0.80,0.50,0.00,3000,2193,2741.87,2975,0,0.00,0,0.60,0.99,1.68,0.00
1.00,2.00,0.80,0.40,0.00,3000,1859,2682.03,2989,0,0.00,0,0.65,1.00,1.82,0.00
1.00,2.00,0.80,0.20,0.00,3000,1613,2522.03,2999,0,0.00,0,0.57,1.05,1.61,0.00
1.00,2.00,0.80,0.30,0.00,3000,1770,2591.47,2993,0,0.00,0,0.57,1.11,1.87,0.00
1.00,2.00,0.80,1.00,0.00,3000,2531,2874.80,2995,0,0.00,0,0.62,1.14,1.79,0.00
1.00,2.00,0.80,0.60,0.00,3000,1800,2589.70,2997,0,0.00,0,0.76,1.20,1.81,0.00
1.00,2.00,0.80,0.70,0.00,3000,2269,2762.37,2983,0,0.00,0,0.78,1.23,1.83,0.00
1.00,2.00,0.80,0.80,0.00,3000,2131,2704.00,2984,0,0.00,0,0.65,1.27,2.02,0.00
1.00,2.00,0.80,0.90,0.00,3000,2241,2784.47,2999,0,0.00,0,0.75,1.32,2.02,0.00
1.00,2.00,0.80,0.70,0.25,3000,2183,2810.77,2999,0,0.00,0,0.71,1.41,2.35,0.00
1.00,2.00,0.80,0.20,0.25,3000,680,2000.67,2961,0,0.00,0,0.64,1.48,2.30,0.00
1.00,2.00,0.80,0.40,0.25,3000,1831,2566.27,2994,0,0.00,0,0.78,1.50,2.30,0.00
1.00,2.00,0.80,0.30,0.25,3000,1346,2447.23,2998,0,0.00,0,0.71,1.54,2.36,0.00
1.00,2.00,0.80,0.60,0.25,3000,1993,2667.97,2999,0,0.00,0,0.62,1.55,2.30,0.00
1.00,2.00,0.80,0.50,0.25,3000,463,2446.00,2999,0,0.00,0,0.78,1.58,2.30,0.00
1.00,2.00,0.80,0.20,1.00,3000,412,2500.93,2977,0,0.00,0,0.57,1.61,2.57,0.00
1.00,2.00,0.80,0.80,0.25,3000,654,2605.90,2984,0,0.00,0,0.87,1.70,2.38,0.00
1.00,2.00,0.80,1.00,0.25,3000,1791,2706.43,2994,0,0.00,0,0.97,1.70,2.30,0.00
1.00,2.00,0.80,0.30,1.00,3000,1741,2657.93,2985,0,0.00,0,0.77,1.72,2.64,0.00
1.00,2.00,0.80,0.10,0.25,3000,481,2137.57,2975,0,0.00,0,0.21,1.85,6.86,0.00
1.00,2.00,0.80,0.90,0.25,3000,1920,2671.07,2989,0,0.00,0,1.18,1.85,2.30,0.00
1.00,2.00,0.80,0.10,1.00,3000,1144,2553.80,2998,0,0.00,0,0.20,1.87,5.51,0.00
1.00,2.00,0.80,0.40,1.00,3000,1436,2724.73,2999,0,0.00,0,0.73,1.91,2.88,0.00
1.00,2.00,0.80,0.50,1.00,3000,967,2796.67,2999,0,0.00,0,1.11,1.91,2.73,0.00
1.00,2.00,0.80,0.80,1.00,3000,1931,2840.10,2998,0,0.00,0,0.64,2.00,2.79,0.00
1.00,2.00,0.80,0.70,1.00,3000,583,2612.13,2995,0,0.00,0,1.28,2.19,2.61,0.00
1.00,2.00,0.80,0.90,1.00,3000,1029,2593.57,2999,0,0.00,0,1.54,2.23,3.10,0.00
1.00,2.00,0.80,0.60,1.00,3000,104,2593.97,2988,0,0.00,0,1.77,2.25,3.07,0.00
1.00,2.00,0.80,1.00,1.00,3000,933,2490.60,2991,0,0.00,0,1.31,2.28,2.61,0.00
1.00,2.00,0.80,0.40,0.50,3000,396,2540.50,2958,0,0.00,0,1.49,2.29,3.45,0.00
1.00,2.00,0.80,0.40,0.75,3000,396,2540.50,2958,0,0.00,0,1.49,2.29,3.45,0.00
1.00,2.00,0.80,0.80,0.50,3000,754,2713.10,2993,0,0.00,0,1.29,2.29,2.95,0.00
1.00,2.00,0.80,0.80,0.75,3000,754,2713.10,2993,0,0.00,0,1.29,2.29,2.95,0.00
1.00,2.00,0.80,0.20,0.50,3000,967,2359.30,2984,0,0.00,0,1.20,2.31,7.07,0.00
1.00,2.00,0.80,0.20,0.75,3000,967,2359.30,2984,0,0.00,0,1.20,2.31,7.07,0.00
1.00,2.00,0.80,0.30,0.50,3000,331,2513.43,2994,0,0.00,0,0.85,2.35,3.71,0.00
1.00,2.00,0.80,0.30,0.75,3000,331,2513.43,2994,0,0.00,0,0.85,2.35,3.71,0.00
