Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.20,100,21,73.80,98,0,0.00,0,0.25,1.61,3.29,0.00
1.00,2.00,0.80,0.10,100,16,66.90,99,0,0.00,0,0.25,1.81,5.72,0.00
1.00,2.00,0.80,0.40,100,32,68.17,99,0,0.00,0,0.12,1.81,3.29,0.00
1.00,2.00,0.80,1.00,100,36,73.30,96,0,0.00,0,0.25,1.86,3.54,0.00
1.00,2.00,0.80,0.50,100,27,69.03,97,0,0.00,0,0.25,1.87,3.29,0.00
1.00,2.00,0.80,0.60,100,43,68.40,93,0,0.00,0,0.37,2.01,3.42,0.00
1.00,2.00,0.80,0.30,100,37,74.23,98,0,0.00,0,0.37,2.03,5.56,0.00
1.00,2.00,0.80,0.80,100,33,65.07,99,0,0.00,0,0.25,2.07,3.42,0.00
1.00,2.00,0.80,0.90,100,26,72.67,98,0,0.00,0,0.25,2.09,6.06,0.00
1.00,2.00,0.80,0.70,100,36,72.07,97,0,0.00,0,0.37,2.16,7.83,0.00
1.00,2.00,0.80,0.00,100,31,70.73,96,0,0.00,0,0.12,2.21,3.29,0.00
