Alpha,Beta,Rho,Heuristic weight,Random seed,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.30,1,2730,1981,2418.23,2713,0,0.00,0,2.09,4.23,6.46,0.00
1.00,2.00,0.80,0.20,1,2730,1305,2290.93,2727,0,0.00,0,1.39,4.50,14.31,0.00
1.00,2.00,0.80,0.20,3,2730,1303,1980.57,2686,0,0.00,0,2.47,4.52,12.98,0.00
1.00,2.00,0.80,0.10,2,2730,783,1857.67,2724,0,0.00,0,1.33,4.74,15.14,0.00
1.00,2.00,0.80,0.20,2,2730,1143,2269.57,2722,0,0.00,0,1.33,4.80,14.12,0.00
1.00,2.00,0.80,0.30,2,2730,1745,2399.07,2727,0,0.00,0,1.90,4.92,13.11,0.00
1.00,2.00,0.80,0.40,1,2730,1790,2434.10,2724,0,0.00,0,1.77,4.92,14.44,0.00
1.00,2.00,0.80,0.10,3,2730,975,1904.97,2609,0,0.00,0,1.14,5.12,15.01,0.00
1.00,2.00,0.80,0.10,1,2730,771,1709.50,2608,0,0.00,0,1.39,5.24,15.39,0.00
1.00,2.00,0.80,0.50,1,2730,1982,2484.17,2727,0,0.00,0,2.34,5.38,17.35,0.00
1.00,2.00,0.80,0.40,3,2730,2129,2481.80,2718,0,0.00,0,3.74,6.20,19.06,0.00
1.00,2.00,0.80,0.30,3,2730,1344,2249.57,2726,0,0.00,0,1.65,6.27,13.81,0.00
1.00,2.00,0.80,0.40,2,2730,2202,2560.93,2723,0,0.00,0,1.77,6.57,14.06,0.00
1.00,2.00,0.80,0.50,3,2730,1901,2439.97,2727,0,0.00,0,2.79,6.78,15.77,0.00
1.00,2.00,0.80,0.60,3,2730,2229,2580.63,2701,0,0.00,0,3.74,6.98,15.33,0.00
1.00,2.00,0.80,0.80,1,2730,2298,2616.70,2728,0,0.00,0,1.27,7.03,18.75,0.00
1.00,2.00,0.80,0.50,2,2730,1959,2514.67,2727,0,0.00,0,1.84,7.19,14.12,0.00
1.00,2.00,0.80,0.60,1,2730,1965,2491.20,2725,0,0.00,0,3.36,7.20,15.71,0.00
1.00,2.00,0.80,0.60,2,2730,2169,2549.00,2714,0,0.00,0,1.39,7.20,19.06,0.00
1.00,2.00,0.80,0.70,1,2730,2241,2566.20,2728,0,0.00,0,1.65,7.26,15.26,0.00
1.00,2.00,0.80,0.90,1,2730,2401,2619.67,2715,0,0.00,0,3.80,7.30,15.26,0.00
1.00,2.00,0.80,1.00,1,2730,2408,2640.63,2728,0,0.00,0,1.58,7.85,13.36,0.00
1.00,2.00,0.80,0.70,2,2730,2305,2613.60,2729,0,0.00,0,1.39,8.01,14.82,0.00
1.00,2.00,0.80,0.90,2,2730,2188,2615.23,2726,0,0.00,0,2.41,8.04,15.77,0.00
1.00,2.00,0.80,0.80,2,2730,2424,2611.70,2729,0,0.00,0,3.42,8.15,17.10,0.00
1.00,2.00,0.80,0.90,3,2730,2369,2628.13,2729,0,0.00,0,3.99,8.38,15.52,0.00
1.00,2.00,0.80,0.70,3,2730,2328,2620.77,2726,0,0.00,0,3.74,8.39,18.11,0.00
1.00,2.00,0.80,1.00,2,2730,2405,2628.33,2726,0,0.00,0,2.15,8.39,15.64,0.00
1.00,2.00,0.80,0.80,3,2730,2305,2606.20,2729,0,0.00,0,4.31,8.46,17.67,0.00
1.00,2.00,0.80,1.00,3,2730,2382,2612.93,2728,0,0.00,0,4.37,10.14,19.44,0.00
