Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.10,2730,340,1239.67,2563,0,0.00,0,1.14,3.90,12.60,0.00
1.00,2.00,0.80,0.20,2730,115,1399.47,2493,0,0.00,0,1.14,4.45,13.81,0.00
1.00,2.00,0.80,0.80,2730,397,1719.83,2724,0,0.00,0,1.33,4.50,14.38,0.00
1.00,2.00,0.80,0.30,2730,164,1288.70,2503,0,0.00,0,0.95,4.74,13.30,0.00
1.00,2.00,0.80,0.70,2730,292,1594.73,2708,0,0.00,0,1.14,4.88,15.01,0.00
1.00,2.00,0.80,0.40,2730,599,1632.63,2703,0,0.00,0,1.14,5.42,14.38,0.00
1.00,2.00,0.80,0.50,2730,151,1463.23,2585,0,0.00,0,0.00,5.51,15.01,3.33
1.00,2.00,0.80,0.60,2730,396,1781.17,2712,0,0.00,0,1.14,5.54,13.55,0.00
1.00,2.00,0.80,0.90,2730,608,1926.67,2608,0,0.00,0,0.19,5.66,13.55,0.00
1.00,2.00,0.80,1.00,2730,373,1998.57,2621,0,0.00,0,1.14,5.72,15.64,0.00
