Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.90,4530,275,3496.67,4501,0,0.00,0,0.11,3.25,8.62,0.00
1.00,2.00,0.80,0.10,4530,629,2328.73,4439,0,0.00,0,0.11,3.44,8.92,0.00
1.00,2.00,0.80,0.20,4530,305,2337.33,4331,0,0.00,0,1.11,3.45,5.86,0.00
1.00,2.00,0.80,0.40,4530,295,2626.43,4510,0,0.00,0,0.08,3.47,6.97,0.00
1.00,2.00,0.80,0.70,4530,173,2723.00,4346,0,0.00,0,0.61,3.68,6.89,0.00
1.00,2.00,0.80,0.60,4530,575,2840.63,4510,0,0.00,0,0.11,3.71,7.51,0.00
1.00,2.00,0.80,0.30,4530,243,2773.50,4467,0,0.00,0,0.11,3.76,5.90,0.00
1.00,2.00,0.80,0.80,4530,1068,2879.73,4419,0,0.00,0,0.11,3.96,10.00,0.00
1.00,2.00,0.80,1.00,4530,336,2875.83,4496,0,0.00,0,0.11,4.10,7.09,0.00
1.00,2.00,0.80,0.50,4530,269,2454.67,4402,0,0.00,0,0.61,4.15,6.82,0.00
