Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.30,4530,229,2079.20,4504,0,0.00,0,1.34,2.59,6.09,0.00
1.00,2.00,0.80,0.10,4530,76,1253.33,3810,0,0.00,0,1.34,2.65,3.75,0.00
1.00,2.00,0.80,0.40,4530,608,2270.40,4519,0,0.00,0,1.00,2.66,3.52,0.00
1.00,2.00,0.80,0.20,4530,137,1490.30,3236,0,0.00,0,1.34,2.66,3.37,0.00
1.00,2.00,0.80,0.80,4530,1915,3573.50,4463,0,0.00,0,1.34,2.78,3.37,0.00
1.00,2.00,0.80,0.70,4530,1439,3394.93,4529,0,0.00,0,1.34,2.87,5.94,0.00
1.00,2.00,0.80,0.50,4530,327,2967.70,4256,0,0.00,0,1.34,2.87,4.86,0.00
1.00,2.00,0.80,0.90,4530,1889,3546.43,4483,0,0.00,0,1.34,2.87,5.94,0.00
1.00,2.00,0.80,0.60,4530,1423,3057.67,4463,0,0.00,0,1.34,2.97,5.94,0.00
1.00,2.00,0.80,1.00,4530,2481,3682.83,4458,0,0.00,0,1.34,3.06,5.94,0.00
