Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover,1.00,2.00,0.80,0.90,3000,1884,2662.18,2995,794958,42950250.00,888569,0.00,0.29,0.81,18.00
baseline,1.00,2.00,0.80,0.00,3000,109,1478.98,2787,52249,22974035.00,768729,0.00,0.32,2.14,18.00
msa-heuristic,1.00,2.00,0.80,0.40,3000,233,1790.00,2984,120557,26507852.00,778279,0.00,0.32,1.81,14.00
cycle-cover-msa-patching,1.00,2.00,0.80,0.90,3000,264,2027.28,2988,828826,43232337.00,935644,1.05,1.46,1.74,0.00
