Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover-msa-patching,1.00,2.00,0.80,0.70,500,37,125.14,432,11478,1122809.00,59250,0.00,0.09,1.14,90.00
msa-heuristic,1.00,2.00,0.80,0.90,500,29,140.36,460,9409,1513975.00,63454,0.00,0.27,2.58,68.00
baseline,1.00,2.00,0.80,0.00,500,41,116.02,374,12271,1770206.00,61651,0.00,0.39,1.14,54.00
cycle-cover,1.00,2.00,0.80,0.80,500,29,106.26,450,11859,1956432.00,53982,0.00,0.57,1.14,32.00
