Alpha,Beta,Rho,Heuristic weight,MSA patch bias,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,1.00,0.00,9690,0,0.00,0,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,1.00,0.25,9690,0,0.00,0,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,1.00,0.50,9690,0,0.00,0,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,1.00,0.75,9690,0,0.00,0,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,1.00,1.00,9690,0,0.00,0,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.90,0.00,9690,12,118.43,381,0,0.00,0,0.00,0.03,0.23,80.00
1.00,2.00,0.80,0.90,0.25,9690,4,126.43,608,0,0.00,0,0.00,0.09,0.75,56.67
1.00,2.00,0.80,0.90,0.50,9690,4,126.43,608,0,0.00,0,0.00,0.09,0.75,56.67
1.00,2.00,0.80,0.90,0.75,9690,4,126.43,608,0,0.00,0,0.00,0.09,0.75,56.67
1.00,2.00,0.80,0.90,1.00,9690,4,126.43,608,0,0.00,0,0.00,0.09,0.75,56.67
1.00,2.00,0.80,0.80,0.25,9690,12,233.13,674,0,0.00,0,0.98,2.01,2.79,0.00
1.00,2.00,0.80,0.80,0.50,9690,12,233.13,674,0,0.00,0,0.98,2.01,2.79,0.00
1.00,2.00,0.80,0.80,0.75,9690,12,233.13,674,0,0.00,0,0.98,2.01,2.79,0.00
1.00,2.00,0.80,0.80,1.00,9690,12,233.13,674,0,0.00,0,0.98,2.01,2.79,0.00
1.00,2.00,0.80,0.80,0.00,9690,54,282.77,1003,0,0.00,0,1.13,2.01,3.02,0.00
1.00,2.00,0.80,0.70,0.00,9690,30,320.27,1075,0,0.00,0,2.11,3.95,5.13,0.00
1.00,2.00,0.80,0.70,0.25,9690,18,474.97,1253,0,0.00,0,2.87,3.99,4.83,0.00
1.00,2.00,0.80,0.70,0.50,9690,18,474.97,1253,0,0.00,0,2.87,3.99,4.83,0.00
1.00,2.00,0.80,0.70,0.75,9690,18,474.97,1253,0,0.00,0,2.87,3.99,4.83,0.00
1.00,2.00,0.80,0.70,1.00,9690,18,474.97,1253,0,0.00,0,2.87,3.99,4.83,0.00
1.00,2.00,0.80,0.60,0.00,9690,37,405.43,1741,0,0.00,0,3.32,5.62,6.79,0.00
1.00,2.00,0.80,0.60,0.25,9690,46,431.20,1067,0,0.00,0,4.83,5.89,6.71,0.00
1.00,2.00,0.80,0.60,0.50,9690,46,431.20,1067,0,0.00,0,4.83,5.89,6.71,0.00
1.00,2.00,0.80,0.60,0.75,9690,46,431.20,1067,0,0.00,0,4.83,5.89,6.71,0.00
1.00,2.00,0.80,0.60,1.00,9690,46,431.20,1067,0,0.00,0,4.83,5.89,6.71,0.00
1.00,2.00,0.80,0.50,0.25,9690,22,707.50,2874,0,0.00,0,5.20,7.38,8.37,0.00
1.00,2.00,0.80,0.50,0.50,9690,22,707.50,2874,0,0.00,0,5.20,7.38,8.37,0.00
1.00,2.00,0.80,0.50,0.75,9690,22,707.50,2874,0,0.00,0,5.20,7.38,8.37,0.00
1.00,2.00,0.80,0.50,1.00,9690,22,707.50,2874,0,0.00,0,5.20,7.38,8.37,0.00
1.00,2.00,0.80,0.50,0.00,9690,52,472.10,2150,0,0.00,0,5.96,7.42,8.60,0.00
1.00,2.00,0.80,0.40,0.00,9690,34,946.17,2725,0,0.00,0,7.54,8.77,9.65,0.00
1.00,2.00,0.80,0.40,0.25,9690,36,881.50,3474,0,0.00,0,8.07,9.06,9.95,0.00
1.00,2.00,0.80,0.40,0.50,9690,36,881.50,3474,0,0.00,0,8.07,9.06,9.95,0.00
1.00,2.00,0.80,0.40,0.75,9690,36,881.50,3474,0,0.00,0,8.07,9.06,9.95,0.00
1.00,2.00,0.80,0.40,1.00,9690,36,881.50,3474,0,0.00,0,8.07,9.06,9.95,0.00
1.00,2.00,0.80,0.30,0.00,9690,62,1346.03,5250,0,0.00,0,7.99,9.85,11.09,0.00
1.00,2.00,0.80,0.30,0.25,9690,39,1435.33,6127,0,0.00,0,8.07,9.94,11.16,0.00
1.00,2.00,0.80,0.30,0.50,9690,39,1435.33,6127,0,0.00,0,8.07,9.94,11.16,0.00
1.00,2.00,0.80,0.30,0.75,9690,39,1435.33,6127,0,0.00,0,8.07,9.94,11.16,0.00
