Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
rooted-msa,1.00,2.00,0.80,0.30,100,7,35.88,93,3749,369247.00,13128,0.00,0.07,0.39,64.00
strict-msa,1.00,2.00,0.80,0.40,100,16,45.26,93,4051,409323.00,10663,0.00,0.09,0.39,40.00
baseline,1.00,2.00,0.80,0.00,100,6,46.24,97,2166,422071.00,11772,0.00,0.11,1.18,44.00
cycle-cover,1.00,2.00,0.80,0.90,100,32,66.44,99,9704,515315.00,10803,0.13,0.15,1.05,0.00
cycle-cover-msa-patching,1.00,2.00,0.80,0.90,100,9,57.62,97,7322,391336.00,8928,0.13,0.24,0.39,0.00
