Tour,Commonality with CMSA,Min commonality with MSA,Avg commonality with MSA,Max commonality with MSA
"[0,8,39,14,11,10,22,2,21,15,40,33,13,24,12,31,23,9,44,34,3,25,41,1,28,4,47,38,20,46,19,32,45,35,6,17,27,29,36,42,16,26,18,5,43,30,37,7]",74.47,27.66,41.80,61.70
