Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover-msa-patching,1.00,2.00,0.80,0.90,2130,925,1728.08,2125,0,0.00,0,0.00,0.67,1.03,8.00
rooted-msa,1.00,2.00,0.80,0.30,2130,190,1218.50,2119,0,0.00,0,0.00,0.87,4.41,20.00
cycle-cover,1.00,2.00,0.80,0.90,2130,716,1731.40,2114,0,0.00,0,0.21,0.93,2.97,0.00
baseline,1.00,2.00,0.80,0.00,2130,130,833.20,2052,0,0.00,0,0.00,1.67,5.64,8.00
strict-msa,1.00,2.00,0.80,0.40,2130,143,995.00,2120,0,0.00,0,0.00,2.25,6.72,8.00
