Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover-patching,1.00,2.00,0.80,1.00,2100,846,1656.18,2076,274755,24287137.00,512584,0.00,0.05,0.12,10.00
rooted-msa,1.00,2.00,0.80,0.30,2100,73,418.90,1980,452870,26153684.00,642956,0.00,0.08,0.09,4.00
strict-msa,1.00,2.00,0.80,0.40,2100,89,483.26,2099,298237,26692666.00,628366,0.00,0.09,0.31,6.00
baseline,1.00,2.00,0.80,0.00,2100,37,326.58,2029,257382,24448383.00,621507,0.00,0.09,0.28,4.00
cycle-cover-msa-patching,1.00,2.00,0.80,0.90,2100,798,1592.94,2076,454840,25128647.00,552416,0.02,0.09,0.10,0.00
cycle-cover,1.00,2.00,0.80,0.90,2100,1101,1717.44,2068,406616,22656954.00,518910,0.09,0.10,0.33,0.00
