Alpha,Beta,Rho,Heuristic weight,MSA patch bias,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.50,0.50,3630,200,1558.10,3380,0,0.00,0,0.83,2.11,3.09,0.00
1.00,2.00,0.80,0.70,0.50,3630,211,1987.60,3320,0,0.00,0,1.15,2.11,3.09,0.00
1.00,2.00,0.80,0.30,0.50,3630,117,857.23,2806,0,0.00,0,1.15,2.21,3.37,0.00
1.00,2.00,0.80,0.40,0.50,3630,27,954.93,2933,0,0.00,0,1.15,2.25,3.23,0.00
1.00,2.00,0.80,0.80,0.50,3630,298,1951.93,3068,0,0.00,0,1.15,2.29,3.09,0.00
1.00,2.00,0.80,0.30,0.75,3630,232,1023.30,2861,0,0.00,0,1.11,2.32,3.37,0.00
1.00,2.00,0.80,0.60,0.50,3630,62,1154.67,3011,0,0.00,0,1.15,2.35,3.97,0.00
1.00,2.00,0.80,0.40,0.75,3630,200,1539.90,2622,0,0.00,0,1.43,2.36,3.51,0.00
1.00,2.00,0.80,1.00,0.25,3630,276,1993.57,3297,0,0.00,0,1.66,2.37,3.09,0.00
1.00,2.00,0.80,1.00,0.50,3630,712,2176.80,3424,0,0.00,0,1.75,2.38,3.09,0.00
1.00,2.00,0.80,0.90,0.50,3630,13,1823.20,3213,0,0.00,0,1.15,2.39,3.09,0.00
1.00,2.00,0.80,0.80,0.75,3630,599,1789.87,3062,0,0.00,0,1.43,2.41,3.37,0.00
1.00,2.00,0.80,0.50,0.75,3630,290,1555.37,3015,0,0.00,0,1.43,2.41,3.97,0.00
1.00,2.00,0.80,0.70,0.25,3630,91,1487.30,2715,0,0.00,0,2.22,2.43,3.65,0.00
1.00,2.00,0.80,0.80,0.25,3630,15,1594.77,3545,0,0.00,0,1.52,2.47,3.65,0.00
1.00,2.00,0.80,0.90,0.25,3630,191,1634.70,2897,0,0.00,0,1.89,2.47,3.65,0.00
1.00,2.00,0.80,0.60,0.75,3630,23,1678.67,3336,0,0.00,0,1.43,2.49,3.51,0.00
1.00,2.00,0.80,0.50,0.25,3630,37,1702.40,2766,0,0.00,0,1.57,2.51,3.65,0.00
1.00,2.00,0.80,0.70,0.75,3630,323,1843.40,3108,0,0.00,0,1.43,2.51,3.92,0.00
1.00,2.00,0.80,0.60,0.25,3630,23,1494.30,3375,0,0.00,0,1.99,2.54,3.65,0.00
1.00,2.00,0.80,0.20,0.50,3630,83,1182.93,3133,0,0.00,0,1.15,2.63,4.02,0.00
1.00,2.00,0.80,0.90,0.75,3630,292,2244.57,3459,0,0.00,0,1.80,2.65,3.37,0.00
1.00,2.00,0.80,0.40,0.25,3630,224,1371.33,2804,0,0.00,0,1.94,2.65,3.88,0.00
1.00,2.00,0.80,1.00,0.00,3630,120,1757.93,3487,0,0.00,0,1.34,2.74,3.51,0.00
