Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.50,100,27,66.53,99,0,0.00,0,0.13,0.66,3.66,0.00
1.00,2.00,0.80,0.80,100,25,68.80,99,0,0.00,0,0.13,1.03,3.86,0.00
1.00,2.00,0.80,0.70,100,36,67.93,99,0,0.00,0,0.13,1.18,3.86,0.00
1.00,2.00,0.80,1.00,100,31,66.17,93,0,0.00,0,0.13,1.23,4.25,0.00
1.00,2.00,0.80,0.40,100,27,65.93,98,0,0.00,0,0.13,1.42,4.64,0.00
1.00,2.00,0.80,0.60,100,21,64.00,95,0,0.00,0,0.13,1.42,5.36,0.00
1.00,2.00,0.80,0.90,100,21,70.57,99,0,0.00,0,0.13,1.63,6.54,0.00
1.00,2.00,0.80,0.30,100,26,65.67,98,0,0.00,0,0.00,1.86,6.27,3.33
1.00,2.00,0.80,0.20,100,22,58.40,98,0,0.00,0,0.13,1.93,7.58,0.00
1.00,2.00,0.80,0.10,100,26,67.23,99,0,0.00,0,0.00,2.56,6.27,3.33
1.00,2.00,0.80,0.00,100,29,68.63,97,0,0.00,0,0.00,3.21,6.54,6.67
