Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.60,500,228,419.30,496,0,0.00,0,0.00,3.13,5.99,10.00
1.00,2.00,0.80,0.90,500,116,360.50,498,0,0.00,0,0.79,3.69,5.68,0.00
1.00,2.00,0.80,0.10,500,89,380.20,496,0,0.00,0,0.22,3.79,8.31,0.00
1.00,2.00,0.80,0.20,500,231,373.50,495,0,0.00,0,0.22,3.81,6.49,0.00
1.00,2.00,0.80,0.80,500,177,354.10,487,0,0.00,0,0.38,4.10,10.81,0.00
1.00,2.00,0.80,0.50,500,240,368.50,480,0,0.00,0,1.01,4.31,6.63,0.00
1.00,2.00,0.80,0.40,500,86,386.30,492,0,0.00,0,0.79,4.50,12.57,0.00
1.00,2.00,0.80,0.70,500,206,367.30,478,0,0.00,0,2.31,4.52,11.59,0.00
1.00,2.00,0.80,1.00,500,184,392.20,494,0,0.00,0,3.19,5.27,8.51,0.00
1.00,2.00,0.80,0.00,500,253,373.50,494,0,0.00,0,0.22,5.46,11.58,0.00
1.00,2.00,0.80,0.30,500,215,359.50,472,0,0.00,0,2.58,5.68,10.20,0.00
