Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.70,500,130,400.10,492,0,0.00,0,0.00,3.15,9.58,3.33
1.00,2.00,0.80,0.80,500,142,394.33,499,0,0.00,0,0.00,3.29,7.84,6.67
1.00,2.00,0.80,0.60,500,104,361.17,499,0,0.00,0,0.00,3.87,9.07,6.67
1.00,2.00,0.80,0.90,500,171,364.33,499,0,0.00,0,0.22,3.96,12.48,0.00
1.00,2.00,0.80,0.50,500,69,349.97,496,0,0.00,0,0.00,4.00,11.18,13.33
1.00,2.00,0.80,0.40,500,167,354.03,499,0,0.00,0,0.00,4.02,12.94,6.67
1.00,2.00,0.80,0.30,500,104,349.57,487,0,0.00,0,0.00,4.30,9.50,6.67
1.00,2.00,0.80,1.00,500,78,370.77,499,0,0.00,0,0.00,4.55,10.67,0.00
1.00,2.00,0.80,0.10,500,123,373.00,497,0,0.00,0,0.22,4.74,10.51,0.00
1.00,2.00,0.80,0.20,500,89,332.80,497,0,0.00,0,0.22,4.94,11.13,0.00
1.00,2.00,0.80,0.00,500,238,389.90,495,0,0.00,0,0.22,5.73,11.58,0.00
