Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.90,500,88,320.63,491,0,0.00,0,0.00,2.60,7.77,13.33
1.00,2.00,0.80,0.70,500,107,354.77,496,0,0.00,0,0.00,2.76,7.97,10.00
1.00,2.00,0.80,0.80,500,64,310.60,470,0,0.00,0,0.00,3.28,9.13,13.33
1.00,2.00,0.80,0.20,500,126,333.83,494,0,0.00,0,0.22,3.47,9.35,0.00
1.00,2.00,0.80,0.60,500,113,329.80,486,0,0.00,0,0.00,3.48,9.25,16.67
1.00,2.00,0.80,1.00,500,115,335.57,496,0,0.00,0,0.00,3.54,8.06,6.67
1.00,2.00,0.80,0.50,500,96,295.63,495,0,0.00,0,0.00,3.59,9.15,6.67
1.00,2.00,0.80,0.40,500,120,362.37,498,0,0.00,0,0.00,3.71,9.84,6.67
1.00,2.00,0.80,0.30,500,116,329.57,499,0,0.00,0,0.00,4.63,11.98,10.00
1.00,2.00,0.80,0.10,500,188,397.77,495,0,0.00,0,0.00,4.66,11.16,3.33
1.00,2.00,0.80,0.00,500,238,389.90,495,0,0.00,0,0.22,5.73,11.58,0.00
