Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.20,500,264,395.70,499,0,0.00,0,0.22,3.63,7.08,0.00
1.00,2.00,0.80,0.10,500,189,375.80,487,0,0.00,0,0.00,3.88,7.75,10.00
1.00,2.00,0.80,0.00,500,253,373.50,494,0,0.00,0,0.22,5.46,11.58,0.00
1.00,2.00,0.80,0.70,500,251,391.30,475,0,0.00,0,0.22,5.62,11.49,0.00
1.00,2.00,0.80,0.40,500,129,341.70,483,0,0.00,0,1.24,5.73,11.90,0.00
1.00,2.00,0.80,0.60,500,200,370.50,469,0,0.00,0,1.39,6.27,9.62,0.00
1.00,2.00,0.80,0.50,500,192,392.60,472,0,0.00,0,1.27,6.41,12.70,0.00
1.00,2.00,0.80,0.80,500,174,383.50,477,0,0.00,0,3.30,6.68,14.91,0.00
1.00,2.00,0.80,0.90,500,153,417.90,493,0,0.00,0,2.99,6.77,10.18,0.00
1.00,2.00,0.80,1.00,500,256,408.30,496,0,0.00,0,3.04,6.89,12.62,0.00
1.00,2.00,0.80,0.30,500,164,359.60,489,0,0.00,0,0.48,6.96,11.03,0.00
