Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.90,500,224,412.40,495,0,0.00,0,0.22,2.85,5.39,0.00
1.00,2.00,0.80,0.60,500,79,296.20,494,0,0.00,0,0.23,3.01,11.00,0.00
1.00,2.00,0.80,0.50,500,141,331.40,471,0,0.00,0,0.40,3.17,6.84,0.00
1.00,2.00,0.80,1.00,500,148,329.30,495,0,0.00,0,0.61,3.52,8.67,0.00
1.00,2.00,0.80,0.80,500,208,387.90,491,0,0.00,0,0.40,3.68,6.02,0.00
1.00,2.00,0.80,0.70,500,180,349.80,461,0,0.00,0,1.43,3.81,7.50,0.00
1.00,2.00,0.80,0.20,500,174,337.10,494,0,0.00,0,0.00,3.94,7.25,10.00
1.00,2.00,0.80,0.30,500,123,359.50,487,0,0.00,0,0.00,4.44,10.01,10.00
1.00,2.00,0.80,0.40,500,194,319.70,462,0,0.00,0,2.98,4.67,6.55,0.00
1.00,2.00,0.80,0.10,500,132,341.70,488,0,0.00,0,0.40,4.91,11.40,0.00
1.00,2.00,0.80,0.00,500,253,373.50,494,0,0.00,0,0.22,5.46,11.58,0.00
