Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.80,500,161,342.00,489,0,0.00,0,0.54,3.46,6.48,0.00
1.00,2.00,0.80,0.70,500,84,310.10,499,0,0.00,0,1.78,3.76,6.58,0.00
1.00,2.00,0.80,0.50,500,115,265.70,369,0,0.00,0,1.70,3.81,7.38,0.00
1.00,2.00,0.80,0.10,500,92,316.10,477,0,0.00,0,1.32,3.94,7.07,0.00
1.00,2.00,0.80,0.40,500,106,340.90,495,0,0.00,0,1.56,4.17,6.70,0.00
1.00,2.00,0.80,0.90,500,65,217.30,464,0,0.00,0,2.88,4.72,8.22,0.00
1.00,2.00,0.80,0.20,500,80,227.10,498,0,0.00,0,0.84,4.99,10.34,0.00
1.00,2.00,0.80,0.00,500,123,248.00,482,0,0.00,0,2.35,5.10,8.61,0.00
1.00,2.00,0.80,0.30,500,107,245.80,476,0,0.00,0,2.34,5.31,9.29,0.00
1.00,2.00,0.80,0.60,500,69,175.30,233,0,0.00,0,2.05,5.63,7.87,0.00
1.00,2.00,0.80,1.00,500,67,184.40,430,0,0.00,0,2.68,5.65,9.26,0.00
