Alpha,Beta,Rho,Heuristic weight,MSA patch bias,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.30,1.00,500,98,272.57,490,0,0.00,0,0.42,3.76,9.19,0.00
1.00,2.00,0.80,0.20,1.00,500,109,285.53,487,0,0.00,0,0.30,3.92,8.22,0.00
1.00,2.00,0.80,0.10,0.25,500,92,281.30,499,0,0.00,0,1.42,3.94,7.89,0.00
1.00,2.00,0.80,0.20,0.50,500,56,292.47,470,0,0.00,0,0.62,4.38,8.21,0.00
1.00,2.00,0.80,0.20,0.75,500,55,286.07,498,0,0.00,0,0.92,4.44,9.47,0.00
1.00,2.00,0.80,0.30,0.75,500,64,268.10,470,0,0.00,0,0.89,4.57,9.07,0.00
1.00,2.00,0.80,0.10,0.75,500,72,261.10,496,0,0.00,0,1.07,4.59,8.39,0.00
1.00,2.00,0.80,0.40,0.75,500,85,292.53,490,0,0.00,0,1.33,4.62,8.62,0.00
1.00,2.00,0.80,0.10,1.00,500,93,310.93,485,0,0.00,0,0.46,4.72,9.54,0.00
1.00,2.00,0.80,0.10,0.50,500,102,265.13,496,0,0.00,0,1.52,4.76,9.22,0.00
1.00,2.00,0.80,0.10,0.00,500,46,289.37,498,0,0.00,0,0.43,4.76,9.84,0.00
1.00,2.00,0.80,0.30,0.50,500,92,265.90,488,0,0.00,0,1.52,4.82,11.69,0.00
1.00,2.00,0.80,0.50,1.00,500,64,278.73,479,0,0.00,0,1.01,4.84,9.58,0.00
1.00,2.00,0.80,0.40,0.50,500,39,250.83,475,0,0.00,0,0.98,4.88,9.30,0.00
1.00,2.00,0.80,0.40,1.00,500,87,282.90,491,0,0.00,0,1.45,5.11,9.97,0.00
1.00,2.00,0.80,0.30,0.25,500,46,238.77,492,0,0.00,0,1.42,5.23,9.20,0.00
1.00,2.00,0.80,0.40,0.25,500,69,276.77,493,0,0.00,0,0.84,5.32,10.34,0.00
1.00,2.00,0.80,0.50,0.50,500,61,253.43,457,0,0.00,0,1.88,5.33,10.41,0.00
1.00,2.00,0.80,0.60,1.00,500,62,276.40,491,0,0.00,0,1.94,5.34,10.80,0.00
1.00,2.00,0.80,0.20,0.00,500,46,252.73,497,0,0.00,0,0.48,5.35,13.03,0.00
1.00,2.00,0.80,0.30,0.00,500,125,300.37,483,0,0.00,0,2.71,5.35,10.02,0.00
1.00,2.00,0.80,0.00,0.00,500,86,283.37,482,0,0.00,0,0.47,5.38,11.53,0.00
1.00,2.00,0.80,0.60,0.25,500,69,263.13,475,0,0.00,0,2.08,5.55,8.86,0.00
1.00,2.00,0.80,0.70,1.00,500,54,285.43,499,0,0.00,0,1.12,5.59,9.83,0.00
1.00,2.00,0.80,0.80,1.00,500,82,240.00,484,0,0.00,0,1.18,5.66,9.03,0.00
1.00,2.00,0.80,0.40,0.00,500,122,295.00,467,0,0.00,0,2.69,5.75,11.56,0.00
1.00,2.00,0.80,0.20,0.25,500,106,267.03,491,0,0.00,0,2.18,5.76,9.80,0.00
1.00,2.00,0.80,0.50,0.75,500,79,265.77,481,0,0.00,0,1.49,5.77,10.67,0.00
1.00,2.00,0.80,0.50,0.25,500,45,301.13,497,0,0.00,0,2.53,5.84,10.19,0.00
1.00,2.00,0.80,0.70,0.25,500,59,300.07,484,0,0.00,0,2.65,5.86,9.81,0.00
1.00,2.00,0.80,0.60,0.50,500,67,228.73,468,0,0.00,0,1.76,5.94,9.79,0.00
1.00,2.00,0.80,0.60,0.75,500,87,266.07,494,0,0.00,0,2.92,6.15,10.62,0.00
1.00,2.00,0.80,0.50,0.00,500,41,212.60,498,0,0.00,0,2.81,6.17,14.12,0.00
1.00,2.00,0.80,0.70,0.00,500,85,265.17,499,0,0.00,0,1.97,6.19,11.94,0.00
1.00,2.00,0.80,0.80,0.25,500,75,240.63,477,0,0.00,0,3.66,6.32,15.12,0.00
1.00,2.00,0.80,1.00,0.25,500,88,265.20,479,0,0.00,0,2.95,6.34,10.69,0.00
1.00,2.00,0.80,0.70,0.75,500,62,245.60,497,0,0.00,0,1.93,6.49,10.28,0.00
1.00,2.00,0.80,0.80,0.75,500,81,273.23,472,0,0.00,0,2.26,6.50,12.23,0.00
1.00,2.00,0.80,0.90,0.25,500,77,235.17,493,0,0.00,0,3.18,6.51,11.10,0.00
1.00,2.00,0.80,0.90,1.00,500,51,281.83,494,0,0.00,0,2.58,6.65,9.59,0.00
1.00,2.00,0.80,0.70,0.50,500,56,239.60,468,0,0.00,0,1.99,6.66,11.88,0.00
1.00,2.00,0.80,0.90,0.50,500,60,242.17,488,0,0.00,0,2.97,6.84,10.18,0.00
1.00,2.00,0.80,1.00,0.75,500,46,255.50,496,0,0.00,0,2.20,6.92,10.27,0.00
1.00,2.00,0.80,0.80,0.50,500,42,236.57,486,0,0.00,0,3.57,6.99,10.78,0.00
1.00,2.00,0.80,0.90,0.00,500,71,258.00,498,0,0.00,0,2.84,7.04,10.78,0.00
1.00,2.00,0.80,1.00,1.00,500,77,224.07,489,0,0.00,0,2.13,7.08,10.49,0.00
1.00,2.00,0.80,0.60,0.00,500,83,234.50,467,0,0.00,0,2.68,7.10,11.92,0.00
1.00,2.00,0.80,0.90,0.75,500,68,296.30,484,0,0.00,0,2.28,7.13,11.37,0.00
1.00,2.00,0.80,0.80,0.00,500,78,244.97,488,0,0.00,0,3.52,7.17,11.49,0.00
1.00,2.00,0.80,1.00,0.50,500,74,241.83,491,0,0.00,0,2.37,7.25,12.15,0.00
1.00,2.00,0.80,1.00,0.00,500,68,266.67,498,0,0.00,0,2.03,7.77,10.95,0.00
