Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.10,500,137,333.10,476,0,0.00,0,1.33,3.50,6.72,0.00
1.00,2.00,0.80,0.50,500,137,278.20,477,0,0.00,0,1.10,3.83,6.55,0.00
1.00,2.00,0.80,0.60,500,153,301.10,464,0,0.00,0,1.81,3.84,6.13,0.00
1.00,2.00,0.80,0.40,500,69,303.40,472,0,0.00,0,1.38,3.98,7.06,0.00
1.00,2.00,0.80,0.70,500,104,318.50,459,0,0.00,0,1.67,4.24,6.91,0.00
1.00,2.00,0.80,0.20,500,138,313.30,482,0,0.00,0,1.87,4.30,7.52,0.00
1.00,2.00,0.80,1.00,500,86,277.40,443,0,0.00,0,1.16,4.48,7.33,0.00
1.00,2.00,0.80,0.90,500,92,230.30,362,0,0.00,0,3.68,4.84,6.60,0.00
1.00,2.00,0.80,0.30,500,99,315.10,444,0,0.00,0,1.57,4.86,9.38,0.00
1.00,2.00,0.80,0.80,500,55,202.30,339,0,0.00,0,2.10,4.86,7.39,0.00
1.00,2.00,0.80,0.00,500,123,248.00,482,0,0.00,0,2.35,5.10,8.61,0.00
