Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.40,500,87,283.10,493,0,0.00,0,0.87,3.42,9.41,0.00
1.00,2.00,0.80,0.30,500,89,267.00,480,0,0.00,0,0.43,3.52,7.76,0.00
1.00,2.00,0.80,0.80,500,55,278.17,492,0,0.00,0,0.70,4.02,8.43,0.00
1.00,2.00,0.80,0.70,500,103,270.23,490,0,0.00,0,0.82,4.04,9.12,0.00
1.00,2.00,0.80,0.90,500,84,254.50,479,0,0.00,0,0.89,4.44,9.59,0.00
1.00,2.00,0.80,0.10,500,98,265.67,493,0,0.00,0,0.78,4.97,10.89,0.00
1.00,2.00,0.80,0.50,500,69,270.33,472,0,0.00,0,1.21,4.98,9.71,0.00
1.00,2.00,0.80,1.00,500,72,248.00,484,0,0.00,0,1.70,5.01,10.56,0.00
1.00,2.00,0.80,0.00,500,86,283.37,482,0,0.00,0,0.47,5.38,11.53,0.00
1.00,2.00,0.80,0.20,500,76,303.73,496,0,0.00,0,1.21,5.44,10.88,0.00
1.00,2.00,0.80,0.60,500,60,271.77,471,0,0.00,0,0.68,5.47,11.33,0.00
