Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.50,500,77,253.53,499,0,0.00,0,1.18,4.11,8.47,0.00
1.00,2.00,0.80,0.90,500,76,253.27,473,0,0.00,0,1.16,4.27,8.25,0.00
1.00,2.00,0.80,1.00,500,59,257.73,487,0,0.00,0,1.05,4.33,9.87,0.00
1.00,2.00,0.80,0.80,500,60,225.97,489,0,0.00,0,1.16,4.38,8.84,0.00
1.00,2.00,0.80,0.60,500,70,270.03,497,0,0.00,0,0.92,4.45,10.13,0.00
1.00,2.00,0.80,0.10,500,105,276.43,478,0,0.00,0,0.47,4.51,8.89,0.00
1.00,2.00,0.80,0.30,500,95,254.97,465,0,0.00,0,0.48,4.51,8.23,0.00
1.00,2.00,0.80,0.40,500,135,296.37,490,0,0.00,0,1.10,4.52,9.93,0.00
1.00,2.00,0.80,0.70,500,48,255.67,489,0,0.00,0,1.13,4.54,9.98,0.00
1.00,2.00,0.80,0.20,500,74,265.63,476,0,0.00,0,0.35,4.54,8.08,0.00
1.00,2.00,0.80,0.00,500,86,283.37,482,0,0.00,0,0.47,5.38,11.53,0.00
