Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.30,500,133,287.00,448,0,0.00,0,2.15,4.07,7.28,0.00
1.00,2.00,0.80,0.50,500,167,386.60,487,0,0.00,0,0.97,4.16,9.79,0.00
1.00,2.00,0.80,0.60,500,137,274.00,484,0,0.00,0,1.73,4.21,8.57,0.00
1.00,2.00,0.80,0.90,500,173,322.40,488,0,0.00,0,0.71,4.62,10.24,0.00
1.00,2.00,0.80,0.20,500,141,278.50,491,0,0.00,0,2.52,4.79,9.34,0.00
1.00,2.00,0.80,0.70,500,132,291.40,499,0,0.00,0,1.35,4.88,8.57,0.00
1.00,2.00,0.80,1.00,500,73,264.90,441,0,0.00,0,0.99,5.08,11.40,0.00
1.00,2.00,0.80,0.00,500,123,248.00,482,0,0.00,0,2.35,5.10,8.61,0.00
1.00,2.00,0.80,0.80,500,51,281.40,497,0,0.00,0,1.02,5.16,9.64,0.00
1.00,2.00,0.80,0.40,500,123,302.50,491,0,0.00,0,1.44,5.51,8.77,0.00
1.00,2.00,0.80,0.10,500,112,290.50,498,0,0.00,0,2.86,6.84,11.97,0.00
