Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.90,500,183,321.10,490,0,0.00,0,1.19,3.89,8.61,0.00
1.00,2.00,0.80,0.10,500,99,278.60,496,0,0.00,0,0.61,4.16,8.61,0.00
1.00,2.00,0.80,0.60,500,95,232.50,401,0,0.00,0,2.02,4.38,7.37,0.00
1.00,2.00,0.80,0.50,500,103,248.70,441,0,0.00,0,2.36,4.61,8.16,0.00
1.00,2.00,0.80,0.30,500,128,318.90,483,0,0.00,0,1.32,4.74,9.12,0.00
1.00,2.00,0.80,0.40,500,71,242.10,469,0,0.00,0,1.85,4.77,8.05,0.00
1.00,2.00,0.80,0.00,500,123,248.00,482,0,0.00,0,2.35,5.10,8.61,0.00
1.00,2.00,0.80,1.00,500,99,248.20,488,0,0.00,0,1.09,5.26,11.00,0.00
1.00,2.00,0.80,0.70,500,106,358.80,499,0,0.00,0,1.67,5.28,9.28,0.00
1.00,2.00,0.80,0.20,500,84,288.10,489,0,0.00,0,1.26,5.30,9.55,0.00
1.00,2.00,0.80,0.80,500,98,187.70,317,0,0.00,0,3.26,5.90,9.83,0.00
