Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.10,500,180,324.80,480,0,0.00,0,1.27,3.42,8.25,0.00
1.00,2.00,0.80,0.60,500,50,197.10,398,0,0.00,0,0.34,3.47,5.54,0.00
1.00,2.00,0.80,0.40,500,128,263.00,468,0,0.00,0,1.80,4.00,8.66,0.00
1.00,2.00,0.80,0.50,500,85,209.60,422,0,0.00,0,1.56,4.05,6.96,0.00
1.00,2.00,0.80,0.30,500,213,368.80,494,0,0.00,0,2.26,4.37,7.20,0.00
1.00,2.00,0.80,0.90,500,90,282.00,465,0,0.00,0,0.41,4.75,10.35,0.00
1.00,2.00,0.80,0.20,500,43,249.00,452,0,0.00,0,0.73,4.97,10.37,0.00
1.00,2.00,0.80,0.80,500,98,240.10,479,0,0.00,0,1.83,4.99,7.46,0.00
1.00,2.00,0.80,1.00,500,135,221.10,367,0,0.00,0,2.27,4.99,8.57,0.00
1.00,2.00,0.80,0.70,500,81,251.60,459,0,0.00,0,1.51,5.06,7.97,0.00
1.00,2.00,0.80,0.00,500,123,248.00,482,0,0.00,0,2.35,5.10,8.61,0.00
