Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.20,500,210,323.60,467,0,0.00,0,0.79,4.23,6.60,0.00
1.00,2.00,0.80,0.30,500,94,362.80,487,0,0.00,0,0.58,4.89,8.89,0.00
1.00,2.00,0.80,0.70,500,105,304.90,485,0,0.00,0,2.34,5.00,8.63,0.00
1.00,2.00,0.80,0.00,500,123,248.00,482,0,0.00,0,2.35,5.10,8.61,0.00
1.00,2.00,0.80,0.40,500,84,261.70,451,0,0.00,0,1.49,5.45,8.59,0.00
1.00,2.00,0.80,0.60,500,111,256.90,425,0,0.00,0,2.71,5.65,10.00,0.00
1.00,2.00,0.80,0.90,500,63,283.20,448,0,0.00,0,2.53,5.94,11.23,0.00
1.00,2.00,0.80,0.80,500,82,380.00,494,0,0.00,0,3.44,6.01,9.54,0.00
1.00,2.00,0.80,0.10,500,143,287.20,482,0,0.00,0,1.86,6.06,12.40,0.00
1.00,2.00,0.80,1.00,500,65,321.40,499,0,0.00,0,1.08,6.09,12.47,0.00
1.00,2.00,0.80,0.50,500,82,292.90,475,0,0.00,0,3.44,6.31,11.05,0.00
