Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.30,500,84,326.90,494,0,0.00,0,0.36,4.22,10.18,0.00
1.00,2.00,0.80,0.60,500,50,230.90,425,0,0.00,0,0.34,4.30,9.59,0.00
1.00,2.00,0.80,0.10,500,148,320.50,490,0,0.00,0,1.27,4.43,8.85,0.00
1.00,2.00,0.80,0.40,500,96,249.40,468,0,0.00,0,1.55,4.49,8.66,0.00
1.00,2.00,0.80,0.90,500,79,249.33,495,0,0.00,0,0.41,4.54,10.35,0.00
1.00,2.00,0.80,1.00,500,69,268.17,484,0,0.00,0,0.80,4.65,8.79,0.00
1.00,2.00,0.80,0.20,500,43,306.60,493,0,0.00,0,0.47,4.67,10.37,0.00
1.00,2.00,0.80,0.70,500,44,236.63,459,0,0.00,0,0.75,4.80,11.28,0.00
1.00,2.00,0.80,0.50,500,77,203.30,459,0,0.00,0,0.71,4.81,9.21,0.00
1.00,2.00,0.80,0.80,500,78,240.07,489,0,0.00,0,1.48,4.84,8.70,0.00
1.00,2.00,0.80,0.00,500,86,283.37,482,0,0.00,0,0.47,5.38,11.53,0.00
