Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover,1.00,2.00,0.80,0.80,5000,99,1732.12,4970,0,0.00,0,1.08,1.73,2.10,0.00
msa-heuristic,1.00,2.00,0.80,0.90,5000,188,2545.34,4962,0,0.00,0,1.39,2.05,3.15,0.00
baseline,1.00,2.00,0.80,0.00,5000,151,2317.02,4881,0,0.00,0,1.41,2.19,3.32,0.00
cycle-cover-msa-patching,1.00,2.00,0.80,0.70,5000,194,2672.68,4995,0,0.00,0,2.99,3.85,4.71,0.00
