Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.90,5000,245,1831.70,3783,0,0.00,0,1.46,2.74,4.10,0.00
1.00,2.00,0.80,0.80,5000,82,805.00,2602,0,0.00,0,1.34,2.89,5.52,0.00
1.00,2.00,0.80,0.50,5000,106,1658.40,4772,0,0.00,0,1.34,2.91,4.17,0.00
1.00,2.00,0.80,0.70,5000,480,1961.20,4392,0,0.00,0,2.18,3.38,5.94,0.00
1.00,2.00,0.80,0.20,5000,186,1121.00,2749,0,0.00,0,1.53,3.38,5.32,0.00
1.00,2.00,0.80,0.40,5000,241,1479.60,4250,0,0.00,0,2.07,3.39,5.74,0.00
1.00,2.00,0.80,1.00,5000,190,1280.40,4853,0,0.00,0,2.80,3.46,4.98,0.00
1.00,2.00,0.80,0.30,5000,1050,2955.90,4932,0,0.00,0,1.46,3.49,5.90,0.00
1.00,2.00,0.80,0.60,5000,276,2912.90,4916,0,0.00,0,1.46,3.49,5.09,0.00
1.00,2.00,0.80,0.10,5000,80,1670.10,3910,0,0.00,0,0.11,3.84,7.58,0.00
1.00,2.00,0.80,0.00,5000,848,2570.20,4721,0,0.00,0,1.00,3.85,6.86,0.00
