Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.50,5000,200,2285.70,4989,0,0.00,0,1.65,3.25,4.75,0.00
1.00,2.00,0.80,0.80,5000,97,1200.70,3963,0,0.00,0,2.80,3.32,4.67,0.00
1.00,2.00,0.80,0.20,5000,78,1339.40,4729,0,0.00,0,2.60,3.43,4.33,0.00
1.00,2.00,0.80,0.90,5000,308,2691.00,4229,0,0.00,0,1.99,3.48,5.09,0.00
1.00,2.00,0.80,0.70,5000,209,2208.40,4649,0,0.00,0,1.34,3.52,5.82,0.00
1.00,2.00,0.80,0.60,5000,56,1856.30,4603,0,0.00,0,1.53,3.70,6.32,0.00
1.00,2.00,0.80,1.00,5000,103,1356.60,3692,0,0.00,0,1.46,3.74,5.90,0.00
1.00,2.00,0.80,0.00,5000,848,2570.20,4721,0,0.00,0,1.00,3.85,6.86,0.00
1.00,2.00,0.80,0.40,5000,91,1526.20,4464,0,0.00,0,2.53,4.00,7.20,0.00
1.00,2.00,0.80,0.10,5000,549,2664.40,4861,0,0.00,0,2.95,4.21,6.55,0.00
1.00,2.00,0.80,0.30,5000,183,1372.90,3822,0,0.00,0,1.49,4.47,8.04,0.00
