Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,1.00,5000,125,2427.47,4966,0,0.00,0,0.42,3.43,6.86,0.00
1.00,2.00,0.80,0.50,5000,245,2960.83,4995,0,0.00,0,1.57,3.83,5.90,0.00
1.00,2.00,0.80,0.10,5000,205,2248.40,4427,0,0.00,0,0.92,3.89,8.39,0.00
1.00,2.00,0.80,0.00,5000,210,2422.97,4820,0,0.00,0,1.00,3.91,8.12,0.00
1.00,2.00,0.80,0.80,5000,171,2340.23,4757,0,0.00,0,1.00,4.10,10.99,0.00
1.00,2.00,0.80,0.70,5000,157,2294.57,4859,0,0.00,0,1.95,4.20,7.51,0.00
1.00,2.00,0.80,0.60,5000,100,2414.27,4994,0,0.00,0,0.15,4.43,10.30,0.00
1.00,2.00,0.80,0.40,5000,76,2240.13,4996,0,0.00,0,0.11,4.48,9.27,0.00
1.00,2.00,0.80,0.90,5000,198,2603.57,4688,0,0.00,0,1.76,4.52,9.04,0.00
1.00,2.00,0.80,0.20,5000,174,1879.40,4989,0,0.00,0,1.30,4.57,8.50,0.00
1.00,2.00,0.80,0.30,5000,81,2284.17,4972,0,0.00,0,1.11,4.63,8.81,0.00
