Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
baseline,1.00,2.00,0.80,0.00,5940,0,0.58,6,35,3837.00,324,0.00,0.00,0.00,100.00
cycle-cover,1.00,2.00,0.80,0.90,5940,0,9.16,38,4,7276.00,504,0.00,0.00,0.00,100.00
cycle-cover-msa-patching,1.00,2.00,0.80,0.90,5940,0,0.00,0,53,3719.00,108,0.00,0.00,0.00,100.00
rooted-msa,1.00,2.00,0.80,0.30,5940,0,0.44,11,37,3869.00,561,0.00,0.00,0.00,100.00
strict-msa,1.00,2.00,0.80,0.40,5940,0,0.34,3,28,3264.00,196,0.00,0.00,0.00,100.00
