Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.00,100,41,76.97,98,0,0.00,0,0.45,3.70,9.52,0.00
1.00,2.00,0.80,0.80,100,47,73.70,99,0,0.00,0,0.68,4.32,8.78,0.00
1.00,2.00,0.80,0.10,100,36,69.30,99,0,0.00,0,0.06,4.34,7.21,0.00
1.00,2.00,0.80,0.30,100,44,74.30,98,0,0.00,0,0.84,4.55,8.28,0.00
1.00,2.00,0.80,0.60,100,26,72.33,98,0,0.00,0,0.73,4.89,13.12,0.00
1.00,2.00,0.80,0.20,100,33,69.83,99,0,0.00,0,0.90,5.04,9.91,0.00
1.00,2.00,0.80,0.40,100,17,68.00,99,0,0.00,0,0.56,5.20,11.04,0.00
1.00,2.00,0.80,0.70,100,33,72.00,99,0,0.00,0,1.13,5.43,9.35,0.00
1.00,2.00,0.80,1.00,100,30,72.80,98,0,0.00,0,1.07,5.46,10.02,0.00
1.00,2.00,0.80,0.50,100,25,65.87,97,0,0.00,0,1.30,5.46,12.50,0.00
1.00,2.00,0.80,0.90,100,20,65.40,98,0,0.00,0,0.68,6.23,10.02,0.00
