Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.00,100,41,76.97,98,0,0.00,0,0.45,3.70,9.52,0.00
1.00,2.00,0.80,0.40,100,29,68.43,99,0,0.00,0,0.84,3.84,8.16,0.00
1.00,2.00,0.80,0.60,100,20,63.90,99,0,0.00,0,1.07,3.98,8.05,0.00
1.00,2.00,0.80,0.20,100,32,63.87,95,0,0.00,0,0.62,4.09,8.61,0.00
1.00,2.00,0.80,0.70,100,11,59.07,98,0,0.00,0,1.13,4.29,7.88,0.00
1.00,2.00,0.80,0.10,100,33,70.93,99,0,0.00,0,0.84,4.29,7.66,0.00
1.00,2.00,0.80,0.50,100,26,65.90,99,0,0.00,0,1.63,4.48,7.71,0.00
1.00,2.00,0.80,0.30,100,29,64.97,99,0,0.00,0,0.73,4.49,8.11,0.00
1.00,2.00,0.80,0.90,100,23,64.77,95,0,0.00,0,1.01,4.58,7.88,0.00
1.00,2.00,0.80,0.80,100,17,68.83,99,0,0.00,0,1.01,4.74,7.88,0.00
1.00,2.00,0.80,1.00,100,15,57.27,99,0,0.00,0,1.58,5.23,7.88,0.00
