Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.90,5000,206,1939.60,3551,0,0.00,0,1.26,1.61,1.95,0.00
1.00,2.00,0.80,1.00,5000,554,2035.90,4978,0,0.00,0,1.53,1.62,1.95,0.00
1.00,2.00,0.80,0.60,5000,212,1651.60,3509,0,0.00,0,1.10,1.69,2.08,0.00
1.00,2.00,0.80,0.50,5000,322,1450.20,4335,0,0.00,0,1.26,1.76,1.97,0.00
1.00,2.00,0.80,0.80,5000,144,2094.40,4773,0,0.00,0,1.49,1.76,2.08,0.00
1.00,2.00,0.80,0.70,5000,246,2007.30,4958,0,0.00,0,1.36,1.78,2.20,0.00
1.00,2.00,0.80,0.40,5000,497,1965.80,4719,0,0.00,0,1.46,1.83,2.11,0.00
1.00,2.00,0.80,0.30,5000,234,2453.20,4068,0,0.00,0,1.38,1.84,2.17,0.00
1.00,2.00,0.80,0.10,5000,360,2333.80,4441,0,0.00,0,1.47,1.87,2.24,0.00
1.00,2.00,0.80,0.20,5000,392,1714.00,3748,0,0.00,0,1.48,1.96,2.28,0.00
1.00,2.00,0.80,0.00,5000,544,3075.40,4612,0,0.00,0,1.50,2.26,2.83,0.00
