Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.20,5000,394,2586.23,4935,0,0.00,0,1.51,2.00,3.10,0.00
1.00,2.00,0.80,0.10,5000,207,2579.00,4958,0,0.00,0,1.58,2.05,2.70,0.00
1.00,2.00,0.80,0.30,5000,157,2507.03,4625,0,0.00,0,1.47,2.05,2.98,0.00
1.00,2.00,0.80,1.00,5000,329,2817.03,4993,0,0.00,0,1.54,2.06,2.79,0.00
1.00,2.00,0.80,0.90,5000,259,2286.23,4987,0,0.00,0,1.41,2.08,2.65,0.00
1.00,2.00,0.80,0.80,5000,422,2439.60,4919,0,0.00,0,1.47,2.10,2.71,0.00
1.00,2.00,0.80,0.40,5000,234,2642.73,4851,0,0.00,0,1.45,2.12,2.75,0.00
1.00,2.00,0.80,0.50,5000,633,2388.63,4976,0,0.00,0,1.46,2.15,3.45,0.00
1.00,2.00,0.80,0.00,5000,159,2378.97,4612,0,0.00,0,1.41,2.21,3.32,0.00
1.00,2.00,0.80,0.70,5000,170,2508.17,4999,0,0.00,0,1.61,2.23,3.05,0.00
1.00,2.00,0.80,0.60,5000,459,2598.93,4826,0,0.00,0,1.71,2.32,3.17,0.00
